INSEE,Codepos,Commune,Departement
2249,02220,CUIRY HOUSSE,AISNE
2250,02160,CUIRY LES CHAUDARDES,AISNE
2251,02360,CUIRY LES IVIERS,AISNE
2252,02160,CUISSY ET GENY,AISNE
2253,02200,CUISY EN ALMONT,AISNE
2254,02600,CUTRY,AISNE
2255,02220,CYS LA COMMUNE,AISNE
2256,02140,DAGNY LAMBERCY,AISNE
2257,02680,DALLON,AISNE
2258,02470,DAMMARD,AISNE
2259,02600,DAMPLEUX,AISNE
2260,02800,DANIZY,AISNE
2261,02270,DERCY,AISNE
2262,02700,DEUILLET,AISNE
2263,02220,DHUIZEL,AISNE
2264,02340,DIZY LE GROS,AISNE
2265,02360,DOHIS,AISNE
2266,02360,DOLIGNON,AISNE
2267,02600,DOMMIERS,AISNE
2268,02310,DOMPTIN,AISNE
2269,02450,DORENGT,AISNE
2270,02590,DOUCHY,AISNE
2271,02130,DRAVEGNY,AISNE
2272,02210,DROIZY,AISNE
2273,02480,DURY,AISNE
2274,02350,EBOULEAU,AISNE
2275,02500,EFFRY,AISNE
2276,02260,ENGLANCOURT,AISNE
2277,02290,EPAGNY,AISNE
2278,02500,EPARCY,AISNE
2279,02400,EPAUX BEZU,AISNE
2280,02400,EPIEDS,AISNE
2281,02540,L EPINE AUX BOIS,AISNE
2282,02840,EPPES,AISNE
2283,02250,ERLON,AISNE
2284,02260,ERLOY,AISNE
2285,59360,ESCAUFOURT,NORD
2286,02170,ESQUEHERIES,AISNE
2287,02690,ESSIGNY LE GRAND,AISNE
2288,02100,ESSIGNY LE PETIT,AISNE
2289,02570,ESSISES,AISNE
2290,02400,ESSOMES SUR MARNE,AISNE
2291,02420,ESTREES,AISNE
2292,02400,ETAMPES SUR MARNE,AISNE
2293,02110,ETAVES ET BOCQUIAUX,AISNE
2294,02000,ETOUVELLES,AISNE
2295,02580,ETREAUPONT,AISNE
2296,02590,ETREILLERS,AISNE
2297,02400,ETREPILLY,AISNE
2298,02510,ETREUX,AISNE
2299,02190,EVERGNICOURT,AISNE
2300,02700,FARGNIERS,AISNE
2301,02320,FAUCOUCOURT,AISNE
2302,02600,FAVEROLLES,AISNE
2303,02100,FAYET,AISNE
2304,02800,LA FERE,AISNE
2305,02130,FERE EN TARDENOIS,AISNE
2306,02270,LA FERTE CHEVRESIS,AISNE
2307,02460,LA FERTE MILON,AISNE
2308,02450,FESMY-LE-SART,AISNE
2309,02840,FESTIEUX,AISNE
2310,02110,FIEULAINE,AISNE
2311,02000,FILAIN,AISNE
2312,02260,LA FLAMENGRIE,AISNE
2313,02120,FLAVIGNY LE GRAND ET BEAU,AISNE
2315,02520,FLAVY LE MARTEL,AISNE
2316,02600,FLEURY,AISNE
2317,02590,FLUQUIERES,AISNE
2318,02670,FOLEMBRAY,AISNE
2319,02110,FONSOMMES,AISNE
2320,02680,FONTAINE LES CLERCS,AISNE
2321,02140,FONTAINE LES VERVINS,AISNE
2322,02110,FONTAINE NOTRE DAME,AISNE
2323,02110,FONTAINE UTERTE,AISNE
2324,02170,FONTENELLE,AISNE
2325,02540,FONTENELLE EN BRIE,AISNE
2326,02290,FONTENOY,AISNE
2327,02590,FORESTE,AISNE
2328,02650,FOSSOY,AISNE
2329,02870,FOURDRAIN,AISNE
2330,02760,FRANCILLY SELENCY,AISNE
2331,02140,FRANQUEVILLE,AISNE
2332,02130,FRESNES EN TARDENOIS,AISNE
2333,02380,FRESNES,AISNE
2334,02230,FRESNOY LE GRAND,AISNE
2335,02800,FRESSANCOURT,AISNE
2336,02700,FRIERES FAILLOUEL,AISNE
2337,02260,FROIDESTREES,AISNE
2338,02270,FROIDMONT COHARTILLE,AISNE
2339,02810,GANDELU,AISNE
2340,02430,GAUCHY,AISNE
2341,02140,GERCY,AISNE
2342,02260,GERGNY,AISNE
2343,02590,GERMAINE,AISNE
2344,02160,GERNICOURT,AISNE
2345,02440,GIBERCOURT,AISNE
2346,02350,GIZY,AISNE
2347,02400,GLAND,AISNE
2348,02160,GLENNES,AISNE
2349,02820,GOUDELANCOURT LES BERRIEU,AISNE
2350,02350,GOUDELANCOURT LES PIERREP,AISNE
2351,02130,GOUSSANCOURT,AISNE
2352,02420,GOUY,AISNE
2353,02350,GRANDLUP ET FAY,AISNE
2354,02360,GRANDRIEUX,AISNE
2355,02100,GRICOURT,AISNE
2356,02210,GRISOLLES,AISNE
2357,02140,GRONARD,AISNE
2358,02110,GROUGIS,AISNE
2359,02680,GRUGIES,AISNE
2360,02190,GUIGNICOURT,AISNE
2361,02120,GUISE,AISNE
2362,02300,GUIVRY,AISNE
2363,02300,GUNY,AISNE
2364,02160,GUYENCOURT,AISNE
2366,02510,HANNAPES,AISNE
2367,02480,HAPPENCOURT,AISNE
2368,02600,HARAMONT,AISNE
2369,02140,HARCIGNY,AISNE
2370,02420,HARGICOURT,AISNE
2371,02100,HARLY,AISNE
2372,02210,HARTENNES ET TAUX,AISNE
2373,02140,HARY,AISNE
2374,02420,LE HAUCOURT,AISNE
2375,02810,HAUTEVESNES,AISNE
2376,02120,HAUTEVILLE,AISNE
2377,02140,HAUTION,AISNE
2378,02500,LA HERIE,AISNE
2379,02120,LE HERIE LA VIEVILLE,AISNE
2380,02440,HINACOURT,AISNE
2381,02500,HIRSON,AISNE
2382,02760,HOLNON,AISNE
2383,02720,HOMBLIERES,AISNE
2384,02140,HOURY,AISNE
2385,02250,HOUSSET,AISNE
2386,02510,IRON,AISNE
2387,02240,ITANCOURT,AISNE
2388,02360,IVIERS,AISNE
2389,02850,JAULGONNE,AISNE
2390,02490,JEANCOURT,AISNE
2391,02140,JEANTES,AISNE
2392,02420,JONCOURT,AISNE
2393,02220,JOUAIGNES,AISNE
2394,02370,JOUY,AISNE
2395,02380,JUMENCOURT,AISNE
2396,02160,JUMIGNY,AISNE
2397,02480,JUSSY,AISNE
2398,02880,JUVIGNY,AISNE
2399,02190,JUVINCOURT ET DAMARY,AISNE
2400,02880,LAFFAUX,AISNE
2401,02140,LAIGNY,AISNE
2402,02590,LANCHY,AISNE
2403,02120,LANDIFAY ET BERTAIGNEMONT,AISNE
2404,02140,LANDOUZY LA COUR,AISNE
2405,02140,LANDOUZY LA VILLE,AISNE
2406,02380,LANDRICOURT,AISNE
2407,02000,LANISCOURT,AISNE
2408,02000,LAON,AISNE
2409,02150,LAPPION,AISNE
2410,02600,LARGNY SUR AUTOMNE,AISNE
2411,02210,LATILLY,AISNE
2412,02210,LAUNOY,AISNE
2413,02860,LAVAL EN LAONNOIS,AISNE
2414,02450,LAVAQUERESSE,AISNE
2415,02600,LAVERSINE,AISNE
2416,02140,LEME,AISNE
2417,02420,LEMPIRE,AISNE
2418,02260,LERZY,AISNE
2419,02170,LESCHELLES,AISNE
2420,02100,LESDINS,AISNE
2421,02220,LESGES,AISNE
2422,02120,LESQUIELLES ST GERMAIN,AISNE
2423,02380,LEUILLY SOUS COUCY,AISNE
2424,02880,LEURY,AISNE
2425,02500,LEUZE,AISNE
2426,02420,LEVERGIES,AISNE
2427,02220,LHUYS,AISNE
2428,02810,LICY CLIGNON,AISNE
2429,02860,LIERVAL,AISNE
2430,02350,LIESSE NOTRE DAME,AISNE
2431,02700,LIEZ,AISNE
2432,02220,LIME,AISNE
2433,02340,LISLET,AISNE
2434,02320,LIZY,AISNE
2435,02500,LOGNY LES AUBENTON,AISNE
2436,02300,LOMBRAY,AISNE
2437,02120,LONGCHAMPS,AISNE
2438,02600,LONGPONT,AISNE
2439,02160,LONGUEVAL BARBONVAL,AISNE
2440,02190,LOR,AISNE
2441,02600,LOUATRE,AISNE
2442,02130,LOUPEIGNE,AISNE
2443,02400,LUCY LE BOCAGE,AISNE
2444,02140,LUGNY,AISNE
2445,02500,LUZOIR,AISNE
2446,02440,LY FONTAINE,AISNE
2447,02220,MAAST ET VIOLAINE,AISNE
2448,02350,MACHECOURT,AISNE
2449,02470,MACOGNY,AISNE
2450,02120,MACQUIGNY,AISNE
2451,02420,MAGNY LA FOSSE,AISNE
2452,02490,MAISSEMY,AISNE
2453,02160,MAIZY,AISNE
2454,02190,LA MALMAISON,AISNE
2455,02120,MALZY,AISNE
2456,02300,MANICAMP,AISNE
2457,02350,MARCHAIS,AISNE
2458,02540,MARCHAIS EN BRIE,AISNE
2459,02720,MARCY,AISNE
2460,02250,MARCY SOUS MARLE,AISNE
2461,02300,MAREST DAMPCOURT,AISNE
2462,02130,MAREUIL EN DOLE,AISNE
2463,02140,MARFONTAINE,AISNE
2464,02880,MARGIVAL,AISNE
2465,02810,MARIGNY EN ORXOIS,AISNE
2466,02470,MARIZY STE GENEVIEVE,AISNE
2467,02470,MARIZY ST MARD,AISNE
2468,02250,MARLE,AISNE
2469,02120,MARLY GOMONT,AISNE
2470,02500,MARTIGNY,AISNE
2471,02860,MARTIGNY COURPIERRE,AISNE
2472,02820,MAUREGNY EN HAYE,AISNE
2473,02800,MAYOT,AISNE
2474,02700,MENNESSIS,AISNE
2475,02190,MENNEVILLE,AISNE
2476,02630,MENNEVRET,AISNE
2477,02200,MERCIN ET VAUX,AISNE
2478,02000,MERLIEUX ET FOUQUEROLLES,AISNE
2479,02160,MERVAL,AISNE
2480,02270,MESBRECOURT RICHECOURT,AISNE
2481,02720,MESNIL ST LAURENT,AISNE
2482,02160,MEURIVAL,AISNE
2483,02240,MEZIERES SUR OISE,AISNE
2484,02650,MEZY MOULINS,AISNE
2485,02200,MISSY AUX BOIS,AISNE
2486,02350,MISSY LES PIERREPONT,AISNE
2487,02880,MISSY SUR AISNE,AISNE
2488,02110,MOLAIN,AISNE
2489,02000,MOLINCHART,AISNE
2490,02000,MONAMPTEUIL,AISNE
2491,02270,MONCEAU LE NEUF ET FAUCOU,AISNE
2492,02270,MONCEAU LES LEUPS,AISNE
2493,02840,MONCEAU LE WAAST,AISNE
2494,02120,MONCEAU SUR OISE,AISNE
2495,02500,MONDREPUIS,AISNE
2496,02470,MONNES,AISNE
2497,02000,MONS EN LAONNOIS,AISNE
2498,02820,MONTAIGU,AISNE
2499,02000,MONTBAVIN,AISNE
2500,02110,MONTBREHAIN,AISNE
2501,02860,MONTCHALONS,AISNE
2502,02340,MONTCORNET,AISNE
2503,02390,MONT D ORIGNY,AISNE
2504,02440,MONTESCOURT LIZEROL,AISNE
2505,02540,MONTFAUCON,AISNE
2506,02600,MONTGOBERT,AISNE
2507,02210,MONTGRU ST HILAIRE,AISNE
2508,02860,MONTHENAULT,AISNE
2509,02400,MONTHIERS,AISNE
2510,02330,MONTHUREL,AISNE
2511,02110,MONTIGNY EN ARROUAISE,AISNE
2512,02810,MONTIGNY L ALLIER,AISNE
2513,02250,MONTIGNY LE FRANC,AISNE
2514,02290,MONTIGNY LENGRAIN,AISNE
2515,02330,MONTIGNY LES CONDE,AISNE
2516,02250,MONTIGNY SOUS MARLE,AISNE
2517,02270,MONTIGNY SUR CRECY,AISNE
2518,02330,MONTLEVON,AISNE
2519,02340,MONTLOUE,AISNE
2520,02220,MONT NOTRE DAME,AISNE
2521,02310,MONTREUIL AUX LIONS,AISNE
2522,02360,MONT ST JEAN,AISNE
2523,02220,MONT ST MARTIN,AISNE
2524,02400,MONT ST PERE,AISNE
2525,02100,MORCOURT,AISNE
2526,02360,MORGNY EN THIERACHE,AISNE
2527,02290,MORSAIN,AISNE
2528,02600,MORTEFONTAINE,AISNE
2529,02270,MORTIERS,AISNE
2530,02160,MOULINS,AISNE
2531,02160,MOUSSY VERNEUIL,AISNE
2532,02610,MOY DE L AISNE,AISNE
2533,02210,MURET ET CROUTTES,AISNE
2534,02160,MUSCOURT,AISNE
2535,02140,NAMPCELLES LA COUR,AISNE
2536,02200,NAMPTEUIL SOUS MURET,AISNE
2537,02880,NANTEUIL LA FOSSE,AISNE
2538,02210,NANTEUIL NOTRE DAME,AISNE
2539,02420,NAUROY,AISNE
2540,02400,NESLES LA MONTAGNE,AISNE
2541,02190,NEUFCHATEL SUR AISNE,AISNE
2542,02300,NEUFLIEUX,AISNE
2543,02470,NEUILLY ST FRONT,AISNE
2544,02500,NEUVE MAISON,AISNE
2545,02250,LA NEUVILLE BOSMONT,AISNE
2546,02300,LA NEUVILLE EN BEINE,AISNE
2547,02250,LA NEUVILLE HOUSSET,AISNE
2548,02450,LA NEUVILLE LES DORENGT,AISNE
2549,02100,NEUVILLE ST AMAND,AISNE
2550,02860,NEUVILLE SUR AILETTE,AISNE
2551,02880,NEUVILLE SUR MARGIVAL,AISNE
2552,02390,NEUVILLETTE,AISNE
2553,02150,NIZY LE COMTE,AISNE
2554,02400,NOGENTEL,AISNE
2555,02310,NOGENT L ARTAUD,AISNE
2556,02340,NOIRCOURT,AISNE
2557,02600,NOROY SUR OURCQ,AISNE
2558,02170,LE NOUVION EN THIERACHE,AISNE
2559,02270,NOUVION ET CATILLON,AISNE
2560,02800,NOUVION LE COMTE,AISNE
2561,02860,NOUVION LE VINEUX,AISNE
2562,02290,NOUVRON VINGRE,AISNE
2563,02120,NOYALES,AISNE
2564,02200,NOYANT ET ACONIN,AISNE
2565,02160,OEUILLY,AISNE
2566,02300,OGNES,AISNE
2567,02500,OHIS,AISNE
2568,02600,OIGNY EN VALOIS,AISNE
2569,02450,OISY,AISNE
2570,02480,OLLEZY,AISNE
2571,02100,OMISSY,AISNE
2572,02190,ORAINVILLE,AISNE
2573,02860,ORGEVAL,AISNE
2574,02550,ORIGNY EN THIERACHE,AISNE
2575,02390,ORIGNY STE BENOITE,AISNE
2576,02290,OSLY COURTIL,AISNE
2577,02370,OSTEL,AISNE
2578,02160,OULCHES LA VALLEE FOULON,AISNE
2579,02210,OULCHY LA VILLE,AISNE
2580,02210,OULCHY LE CHATEAU,AISNE
2581,02220,PAARS,AISNE
2582,02160,PAISSY,AISNE
2583,02860,PANCY COURTECON,AISNE
2584,02260,PAPLEUX,AISNE
2585,02210,PARCY ET TIGNY,AISNE
2586,02360,PARFONDEVAL,AISNE
2587,02840,PARFONDRU,AISNE
2588,02160,PARGNAN,AISNE
2589,02000,PARGNY FILAIN,AISNE
2590,02330,PARGNY LA DHUYS,AISNE
2591,02270,PARGNY LES BOIS,AISNE
2592,02240,PARPEVILLE,AISNE
2593,02200,PASLY,AISNE
2594,02470,PASSY EN VALOIS,AISNE
2595,02850,PASSY SUR MARNE,AISNE
2596,02310,PAVANT,AISNE
2597,02160,PERLES,AISNE
2598,02200,PERNANT,AISNE
2599,02300,PIERREMANDE,AISNE
2600,02350,PIERREPONT,AISNE
2601,02190,PIGNICOURT,AISNE
2602,02320,PINON,AISNE
2603,02600,PISSELEUX,AISNE
2604,02480,PITHON,AISNE
2605,02240,PLEINE SELVE,AISNE
2606,02210,LE PLESSIER HULEU,AISNE
2607,02200,PLOISY,AISNE
2608,02140,PLOMION,AISNE
2609,02860,PLOYART VAURSEINE,AISNE
2610,02200,POMMIERS,AISNE
2611,02270,PONT A BUCY,AISNE
2612,02160,PONT ARCY,AISNE
2613,02160,PONTAVERT,AISNE
2614,02490,PONTRU,AISNE
2615,02490,PONTRUET,AISNE
2616,02380,PONT ST MARD,AISNE
2617,02270,POUILLY SUR SERRE,AISNE
2618,02110,PREMONT,AISNE
2619,02320,PREMONTRE,AISNE
2620,02370,PRESLES ET BOVES,AISNE
2621,02860,PRESLES ET THIERNY,AISNE
2622,02470,PRIEZ,AISNE
2623,02140,PRISCES,AISNE
2624,02120,PROISY,AISNE
2625,02120,PROIX,AISNE
2626,02190,PROUVAIS,AISNE
2627,02190,PROVISEUX ET PLESNOY,AISNE
2628,02600,PUISEUX EN RETZ,AISNE
2629,02120,PUISIEUX ET CLANLIEU,AISNE
2630,02700,QUESSY,AISNE
2631,02300,QUIERZY,AISNE
2632,02380,QUINCY BASSE,AISNE
2633,02220,QUINCY SOUS LE MONT,AISNE
2634,02360,RAILLIMONT,AISNE
2635,02110,RAMICOURT,AISNE
2636,02240,REGNY,AISNE
2637,02100,REMAUCOURT,AISNE
2638,02270,REMIES,AISNE
2639,02440,REMIGNY,AISNE
2640,02240,RENANSART,AISNE
2641,02340,RENNEVAL,AISNE
2642,02360,RESIGNY,AISNE
2643,02290,RESSONS LE LONG,AISNE
2644,02600,RETHEUIL,AISNE
2645,02850,REUILLY SAUVIGNY,AISNE
2646,02160,REVILLON,AISNE
2647,02110,RIBEAUVILLE,AISNE
2648,02240,RIBEMONT,AISNE
2649,02210,ROCOURT ST MARTIN,AISNE
2650,02260,ROCQUIGNY,AISNE
2651,02800,ROGECOURT,AISNE
2652,02140,ROGNY,AISNE
2653,02310,ROMENY SUR MARNE,AISNE
2654,02120,ROMERY,AISNE
2655,02130,RONCHERES,AISNE
2656,02160,ROUCY,AISNE
2657,02140,ROUGERIES,AISNE
2658,02590,ROUPY,AISNE
2659,02100,ROUVROY,AISNE
2660,02360,ROUVROY SUR SERRE,AISNE
2661,02000,ROYAUCOURT ET CHAILVET,AISNE
2662,02210,ROZET ST ALBIN,AISNE
2663,02200,ROZIERES SUR CRISE,AISNE
2664,02540,ROZOY BELLEVALLE,AISNE
2665,02210,GRAND ROZOY,AISNE
2666,02360,ROZOY SUR SERRE,AISNE
2667,02200,SACONIN ET BREUIL,AISNE
2668,02120,SAINS RICHAUMONT,AISNE
2669,02330,ST AGNAN,AISNE
2670,02260,ST ALGIS,AISNE
2671,02300,ST AUBIN,AISNE
2672,02290,ST BANDRY,AISNE
2673,02290,ST CHRISTOPHE A BERRY,AISNE
2674,02360,ST CLEMENT,AISNE
2675,02820,STE CROIX,AISNE
2676,02820,ST ERME OUTRE ET RAMECOUR,AISNE
2677,02330,ST EUGENE,AISNE
2678,02340,STE GENEVIEVE,AISNE
2679,02810,ST GENGOULPH,AISNE
2680,02410,ST GOBAIN,AISNE
2681,02140,ST GOBERT,AISNE
2682,02220,ST MARD,AISNE
2683,02110,ST MARTIN RIVIERE,AISNE
2684,02830,ST MICHEL,AISNE
2685,02410,ST NICOLAS AUX BOIS,AISNE
2686,02300,ST PAUL AUX BOIS,AISNE
2687,02600,ST PIERRE AIGLE,AISNE
2688,02140,ST PIERRE LES FRANQUEVILL,AISNE
2689,02250,ST PIERREMONT,AISNE
2690,02350,STE PREUVE,AISNE
2691,02100,ST QUENTIN,AISNE
2693,02210,ST REMY BLANZY,AISNE
2694,02640,ST SIMON,AISNE
2695,02220,ST THIBAUT,AISNE
2696,02820,ST THOMAS,AISNE
2697,02840,SAMOUSSY,AISNE
2698,02880,SANCY LES CHEMINOTS,AISNE
2699,02130,SAPONAY,AISNE
2700,02450,LE SART,AISNE
2701,02310,SAULCHERY,AISNE
2702,02590,SAVY,AISNE
2703,02110,SEBONCOURT,AISNE
2704,02300,SELENS,AISNE
2705,02150,LA SELVE,AISNE
2706,02200,SEPTMONTS,AISNE
2707,02410,SEPTVAUX,AISNE
2708,02420,SEQUEHART,AISNE
2709,02110,SERAIN,AISNE
2710,02790,SERAUCOURT LE GRAND,AISNE
2711,02220,SERCHES,AISNE
2712,02130,SERGY,AISNE
2713,02130,SERINGES ET NESLES,AISNE
2714,02220,SERMOISE,AISNE
2715,02160,SERVAL,AISNE
2716,02700,SERVAIS,AISNE
2717,02240,SERY LES MEZIERES,AISNE
2718,02460,SILLY LA POTERIE,AISNE
2719,02300,SINCENY,AISNE
2720,02150,SISSONNE,AISNE
2721,02240,SISSY,AISNE
2722,02200,SOISSONS,AISNE
2723,02340,SOIZE,AISNE
2724,02470,SOMMELANS,AISNE
2725,02260,SOMMERON,AISNE
2726,02480,SOMMETTE EAUCOURT,AISNE
2727,02270,SONS ET RONCHERES,AISNE
2728,02580,SORBAIS,AISNE
2729,02600,SOUCY,AISNE
2730,02160,SOUPIR,AISNE
2731,02140,LE SOURD,AISNE
2732,02240,SURFONTAINE,AISNE
2733,02320,SUZY,AISNE
2734,02600,TAILLEFONTAINE,AISNE
2735,02220,TANNIERES,AISNE
2736,02290,TARTIERS,AISNE
2737,02250,TAVAUX ET PONTSERICOURT,AISNE
2738,02700,TERGNIER,AISNE
2739,02880,TERNY SORNY,AISNE
2740,02140,THENAILLES,AISNE
2741,02390,THENELLES,AISNE
2742,02250,THIERNU,AISNE
2743,02340,LE THUEL,AISNE
2744,02810,TORCY EN VALOIS,AISNE
2745,02250,TOULIS ET ATTENCOURT,AISNE
2746,02800,TRAVECY,AISNE
2747,02490,TREFCON,AISNE
2748,02850,TRELOU SUR MARNE,AISNE
2749,02460,TROESNES,AISNE
2750,02300,TROSLY LOIRE,AISNE
2751,02860,TRUCY,AISNE
2752,02640,TUGNY ET PONT,AISNE
2753,02120,TUPIGNY,AISNE
2754,02300,UGNY LE GAY,AISNE
2755,02000,URCEL,AISNE
2756,02690,URVILLERS,AISNE
2757,02120,VADENCOURT,AISNE
2758,02370,VAILLY SUR AISNE,AISNE
2759,02140,LA VALLEE AU BLE,AISNE
2760,02110,LA VALLEE MULATRE,AISNE
2761,02190,VARISCOURT,AISNE
2762,02290,VASSENS,AISNE
2763,02220,VASSENY,AISNE
2764,02160,VASSOGNE,AISNE
2765,02000,VAUCELLES ET BEFFECOURT,AISNE
2766,02320,VAUDESSON,AISNE
2767,02200,VAUREZIS,AISNE
2768,02320,VAUXAILLON,AISNE
2769,02110,VAUX ANDIGNY,AISNE
2770,02200,VAUXBUIN,AISNE
2771,02160,VAUXCERE,AISNE
2772,02590,VAUX EN VERMANDOIS,AISNE
2773,02220,VAUXTIN,AISNE
2774,02490,VENDELLES,AISNE
2775,02800,VENDEUIL,AISNE
2776,02420,VENDHUILE,AISNE
2777,02540,VENDIERES,AISNE
2778,02160,VENDRESSE BEAULNE,AISNE
2779,02510,VENEROLLES,AISNE
2780,02200,VENIZEL,AISNE
2781,02400,VERDILLY,AISNE
2782,02490,LE VERGUIER,AISNE
2783,02120,GRAND VERLY,AISNE
2784,02630,PETIT VERLY,AISNE
2785,02490,VERMAND,AISNE
2786,02380,VERNEUIL SOUS COUCY,AISNE
2787,02000,VERNEUIL SUR SERRE,AISNE
2788,02800,VERSIGNY,AISNE
2789,02140,VERVINS,AISNE
2790,02350,VESLES ET CAUMONT,AISNE
2791,02840,VESLUD,AISNE
2792,02810,VEUILLY LA POTERIE,AISNE
2793,02290,VEZAPONIN,AISNE
2794,02130,VEZILLY,AISNE
2795,02290,VIC SUR AISNE,AISNE
2796,02210,VICHEL NANTEUIL,AISNE
2797,02160,VIEL ARCY,AISNE
2798,02540,VIELS MAISONS,AISNE
2799,02210,VIERZY,AISNE
2800,02540,VIFFORT,AISNE
2801,02340,VIGNEUX HOCQUET,AISNE
2802,02340,LA VILLE AUX BOIS LES DIZ,AISNE
2803,02160,LA VILLE AUX BOIS LES PON,AISNE
2804,02210,VILLEMONTOIRE,AISNE
2805,02200,VILLENEUVE ST GERMAIN,AISNE
2806,02130,VILLENEUVE SUR FERE,AISNE
2807,02300,VILLEQUIER AUMONT,AISNE
2808,02420,VILLERET,AISNE
2809,02130,VILLERS AGRON AIGUIZY,AISNE
2810,02600,VILLERS COTTERETS,AISNE
2811,02160,VILLERS EN PRAYERES,AISNE
2812,02600,VILLERS HELON,AISNE
2813,02240,VILLERS LE SEC,AISNE
2814,02120,VILLERS LES GUISE,AISNE
2815,02590,VILLERS ST CHRISTOPHE,AISNE
2816,02130,VILLERS SUR FERE,AISNE
2817,02220,VILLE SAVOYE,AISNE
2818,02310,VILLIERS ST DENIS,AISNE
2819,02340,VINCY REUIL ET MAGNY,AISNE
2820,02300,VIRY NOUREUIL,AISNE
2821,02870,VIVAISE,AISNE
2822,02600,VIVIERES,AISNE
2823,02140,VOHARIES,AISNE
2824,02860,VORGES,AISNE
2825,02700,VOUEL,AISNE
2826,02140,VOULPAIX,AISNE
2827,02250,VOYENNE,AISNE
2828,02880,VREGNY,AISNE
2829,02880,VUILLERY,AISNE
2830,02630,WASSIGNY,AISNE
2831,02830,WATIGNY,AISNE
2832,02120,WIEGE FATY,AISNE
2833,02500,WIMY,AISNE
2834,02320,WISSIGNICOURT,AISNE
2901,02460,MOSLOY,AISNE
3001,03200,ABREST,ALLIER
3002,03210,AGONGES,ALLIER
3003,03360,AINAY LE CHATEAU,ALLIER
3004,03120,ANDELAROCHE,ALLIER
3005,03380,ARCHIGNAT,ALLIER
3006,03640,ARFEUILLES,ALLIER
3007,03420,ARPHEUILLES ST PRIEST,ALLIER
3008,03250,ARRONNES,ALLIER
3009,03460,AUBIGNY,ALLIER
3010,03190,AUDES,ALLIER
3011,03460,AUROUER,ALLIER
3012,03210,AUTRY ISSARDS,ALLIER
3013,03000,AVERMES,ALLIER
3014,03130,AVRILLY,ALLIER
3015,03460,BAGNEUX,ALLIER
3016,03140,BARBERIER,ALLIER
3017,03120,BARRAIS BUSSOLLES,ALLIER
3018,03500,BAYET,ALLIER
3019,03230,BEAULON,ALLIER
3020,03390,BEAUNE D ALLIER,ALLIER
3021,03800,BEGUES,ALLIER
3022,03330,BELLENAVES,ALLIER
3023,03700,BELLERIVE SUR ALLIER,ALLIER
3024,03130,BERT,ALLIER
3025,03340,BESSAY SUR ALLIER,ALLIER
3026,03210,BESSON,ALLIER
3027,03170,BEZENET,ALLIER
3028,03120,BILLEZOIS,ALLIER
3029,03260,BILLY,ALLIER
3030,03800,BIOZAT,ALLIER
3031,03170,BIZENEUILLE,ALLIER
3032,03390,BLOMARD,ALLIER
3033,03300,BOST,ALLIER
3034,03150,BOUCE,ALLIER
3035,03130,LE BOUCHAUD,ALLIER
3036,03160,BOURBON L ARCHAMBAULT,ALLIER
3037,03360,BRAIZE,ALLIER
3038,03500,BRANSAT,ALLIER
3039,03210,BRESNAY,ALLIER
3040,03000,BRESSOLLES,ALLIER
3041,03350,LE BRETHON,ALLIER
3042,03120,LE BREUIL,ALLIER
3043,03110,BROUT VERNET,ALLIER
3044,03700,BRUGHEAS,ALLIER
3045,03270,BUSSET,ALLIER
3046,03440,BUXIERES LES MINES,ALLIER
3047,03600,LA CELLE,ALLIER
3048,03350,CERILLY,ALLIER
3049,03500,CESSET,ALLIER
3050,03250,LA CHABANNE,ALLIER
3051,03370,CHAMBERAT,ALLIER
3052,03170,CHAMBLET,ALLIER
3053,03140,CHANTELLE,ALLIER
3054,03340,CHAPEAU,ALLIER
3055,03380,LA CHAPELAUDE,ALLIER
3056,03300,LA CHAPELLE,ALLIER
3057,03230,LA CHAPELLE AUX CHASSES,ALLIER
3058,03390,CHAPPES,ALLIER
3059,03140,CHAREIL CINTRAT,ALLIER
3060,03110,CHARMEIL,ALLIER
3061,03800,CHARMES,ALLIER
3062,03140,CHARROUX,ALLIER
3063,03510,CHASSENARD,ALLIER
3064,03320,CHATEAU SUR ALLIER,ALLIER
3065,03500,CHATEL DE NEUVRE,ALLIER
3066,03250,CHATEL MONTAGNE,ALLIER
3067,03220,CHATELPERRON,ALLIER
3068,03640,CHATELUS,ALLIER
3069,03210,CHATILLON,ALLIER
3070,03440,CHAVENON,ALLIER
3071,03220,CHAVROCHES,ALLIER
3072,03370,CHAZEMAIS,ALLIER
3073,03210,CHEMILLY,ALLIER
3074,03230,CHEVAGNES,ALLIER
3075,03140,CHEZELLE,ALLIER
3076,03230,CHEZY,ALLIER
3077,03330,CHIRAT L EGLISE,ALLIER
3078,03450,CHOUVIGNY,ALLIER
3079,03220,CINDRE,ALLIER
3080,03110,COGNAT LYONNE,ALLIER
3081,03600,COLOMBIER,ALLIER
3082,03600,COMMENTRY,ALLIER
3083,03500,CONTIGNY,ALLIER
3084,03430,COSNE D ALLIER,ALLIER
3085,03000,COULANDON,ALLIER
3086,03470,COULANGES,ALLIER
3087,03320,COULEUVRE,ALLIER
3088,03370,COURCAIS,ALLIER
3089,03330,COUTANSOUZE,ALLIER
3090,03160,COUZON,ALLIER
3091,03150,CRECHY,ALLIER
3092,03240,CRESSANGES,ALLIER
3093,03300,CREUZIER LE NEUF,ALLIER
